items,sentiment_score_definition,relevance_score_definition,feed
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Par Pacific Announces Hawaii Renewable Cogeneration Facility Development Plans - Par Pacific Hldgs  ( NYSE:PARR ) ', 'url': 'https://www.benzinga.com/pressreleases/23/12/g36164762/par-pacific-announces-hawaii-renewable-cogeneration-facility-development-plans', 'time_published': '20231209T013741', 'authors': ['Globe Newswire'], 'summary': 'HOUSTON, Dec. 08, 2023 ( GLOBE NEWSWIRE ) -- Par Pacific Holdings, Inc. PARR ( ""Par Pacific"" or the ""Company"" ) today announced that its 30 Megawatt renewable cogeneration development project was selected as a finalist by Hawaiian Electric in connection with a January 2023 request for proposals ...', 'banner_image': 'https://www.benzinga.com/next-assets/images/schema-image-default.png', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.891286'}], 'overall_sentiment_score': 0.218356, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'HAWEL', 'relevance_score': '0.149656', 'ticker_sentiment_score': '0.168785', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PARR', 'relevance_score': '0.549581', 'ticker_sentiment_score': '0.259021', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.050148', 'ticker_sentiment_score': '0.161508', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Par Pacific Announces Hawaii Renewable Cogeneration Facility Development Plans', 'url': 'https://www.globenewswire.com/news-release/2023/12/09/2793417/0/en/Par-Pacific-Announces-Hawaii-Renewable-Cogeneration-Facility-Development-Plans.html', 'time_published': '20231209T013700', 'authors': ['Par Pacific Holdings', 'Inc.'], 'summary': 'HOUSTON, Dec. 08, 2023 ( GLOBE NEWSWIRE ) -- Par Pacific Holdings, Inc. ( NYSE: PARR ) ( ""Par Pacific"" or the ""Company"" ) today announced that its 30 Megawatt renewable cogeneration development project was selected as a finalist by Hawaiian Electric in connection with a January 2023 request for ...', 'banner_image': 'https://ml.globenewswire.com/Resource/Download/7fcbcbe6-e3f8-455c-97af-f695f4413acb', 'source': 'GlobeNewswire', 'category_within_source': 'n/a', 'source_domain': 'www.globenewswire.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.818451'}], 'overall_sentiment_score': 0.229859, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'HAWEL', 'relevance_score': '0.156123', 'ticker_sentiment_score': '0.177077', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PARR', 'relevance_score': '0.569155', 'ticker_sentiment_score': '0.267141', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.05234', 'ticker_sentiment_score': '0.161781', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Energy Stocks: Deep Value or Traps?', 'url': 'https://www.zacks.com/stock/news/2195742/energy-stocks-deep-value-or-traps', 'time_published': '20231208T201000', 'authors': ['Tracey Ryniec'], 'summary': 'Energy stocks have slumped again. Time to buy or is it a trap?', 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/a2/2139.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}], 'overall_sentiment_score': 0.180981, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'MTDR', 'relevance_score': '0.392362', 'ticker_sentiment_score': '0.26911', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CVX', 'relevance_score': '0.286193', 'ticker_sentiment_score': '0.111718', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FANG', 'relevance_score': '0.340134', 'ticker_sentiment_score': '0.052192', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HES', 'relevance_score': '0.058472', 'ticker_sentiment_score': '0.106989', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.44266', 'ticker_sentiment_score': '0.094413', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SLB', 'relevance_score': '0.174167', 'ticker_sentiment_score': '0.072298', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PXD', 'relevance_score': '0.116631', 'ticker_sentiment_score': '0.15931', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Exclusive: Venezuela prods BP, Chevron to revive gas project near Trinidad, Guyana', 'url': 'https://www.reuters.com/business/energy/venezuela-prods-bp-chevron-revive-gas-project-near-trinidad-guyana-2023-12-08/', 'time_published': '20231208T200500', 'authors': ['Deisy Buitrago', 'Marianna Parraga', 'Curtis Williams'], 'summary': ""Venezuelan President Nicolas Maduro gestures as he attends an event at the National Electoral Council ( CNE ) after voters in a referendum rejected the International Court of Justice's ( ICJ ) jurisdiction over the country's territorial dispute with Guyana and backed the creation of a new state ..."", 'banner_image': 'https://s3.amazonaws.com/arc-authors/reuters/30e89cdb-f8b7-42a0-876b-459747be0bf2.png', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': -0.012082, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'TTE', 'relevance_score': '0.043421', 'ticker_sentiment_score': '-0.274533', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MEOAF', 'relevance_score': '0.043421', 'ticker_sentiment_score': '0.011856', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.043421', 'ticker_sentiment_score': '-0.039721', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Shale Gas Market to increase by USD 20.36 billion between 2023 to 2028, Horizontal Fracking to be the major ... - PR Newswire', 'url': 'https://www.prnewswire.com/news-releases/shale-gas-market-to-increase-by-usd-20-36-billion-between-2023-to-2028--horizontal-fracking-to-be-the-major-contributing-segment---technavio-302009637.html', 'time_published': '20231208T195000', 'authors': [], 'summary': 'Shale Gas Market to increase by USD 20.36 billion between 2023 to 2028, Horizontal Fracking to be the major ... PR ...', 'banner_image': None, 'source': 'PR Newswire', 'category_within_source': 'n/a', 'source_domain': 'www.prnewswire.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.29339, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'RRC', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KGEI', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CVX', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TTE', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COP', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EQT', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SWN', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BP', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'YPF', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RYDAF', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EQNR', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AR', 'relevance_score': '0.042953', 'ticker_sentiment_score': '0.063374', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OXY', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EOG', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PXD', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CTRA', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.053748', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Exclusive: Endeavor Energy explores sale for as much as $30 billion-sources', 'url': 'https://www.reuters.com/business/energy/endeavor-energy-explores-sale-much-30-billion-sources-2023-12-08/', 'time_published': '20231208T185500', 'authors': ['David French', 'Anirban Sen'], 'summary': 'Exclusive: Endeavor Energy explores sale for as much as ...', 'banner_image': 'https://s3.amazonaws.com/arc-authors/test/f9933778-f234-4e05-95e5-0a2ada95c2d1.png', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': 0.147345, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'COP', 'relevance_score': '0.07031', 'ticker_sentiment_score': '0.082357', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PXD', 'relevance_score': '0.07031', 'ticker_sentiment_score': '0.12766', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.07031', 'ticker_sentiment_score': '-0.002019', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.07031', 'ticker_sentiment_score': '0.12766', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Exxon Mobil Corporation  ( XOM )  is Attracting Investor Attention: Here is What You Should Know', 'url': 'https://www.zacks.com/stock/news/2195388/exxon-mobil-corporation-xom-is-attracting-investor-attention-here-is-what-you-should-know', 'time_published': '20231208T140010', 'authors': ['Zacks Equity Research'], 'summary': ""Zacks.com users have recently been watching Exxon (XOM) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects."", 'banner_image': 'https://staticx-tuner.zacks.com/images/default_article_images/default67.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}], 'overall_sentiment_score': 0.215527, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.103554', 'ticker_sentiment_score': '0.036359', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Reasons to Retain ExxonMobil  ( XOM )  in Your Portfolio Now', 'url': 'https://www.zacks.com/stock/news/2195369/reasons-to-retain-exxonmobil-xom-in-your-portfolio-now', 'time_published': '20231208T135400', 'authors': ['Zacks Equity Research'], 'summary': "": Favorable oil price is a boon for ExxonMobil's (XOM) upstream operations."", 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/40/930.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.311197, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'PXD', 'relevance_score': '0.16849', 'ticker_sentiment_score': '0.19007', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SWX', 'relevance_score': '0.329551', 'ticker_sentiment_score': '0.386167', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.712594', 'ticker_sentiment_score': '0.39348', 'ticker_sentiment_label': 'Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'FTC seeks more information on $53 bln Chevron-Hess deal', 'url': 'https://www.reuters.com/business/autos-transportation/ftc-seeks-more-information-53-bln-chevron-hess-deal-2023-12-08/', 'time_published': '20231208T133200', 'authors': ['Reuters'], 'summary': 'Chevron and Hess logos are seen in this illustration taken, October 23, 2023. REUTERS/Dado Ruvic/Illustration Acquire Licensing Rights Dec 8 ( Reuters ) - The U.S.', 'banner_image': 'https://cloudfront-us-east-2.images.arcpublishing.com/reuters/JZK7LD3IDBJKPC4TZ4G5IQS4FM.jpg', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.069118, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'PXD', 'relevance_score': '0.258351', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.258351', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': '3 High-Yielding Dividend Stocks That Are Near Their 52-Week Lows', 'url': 'https://www.fool.com/investing/2023/12/08/3-high-yielding-divdend-stocks-that-are-near-their/', 'time_published': '20231208T130000', 'authors': ['David Jagielski'], 'summary': 'Buying these shares can provide you with some excellent recurring income while also diversifying your portfolio.', 'banner_image': 'https://g.foolcdn.com/editorial/images/756927/a-person-smiling-and-reviewing-their-finances.jpg', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.182753, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'SPLK', 'relevance_score': '0.058615', 'ticker_sentiment_score': '0.024038', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABBV', 'relevance_score': '0.393241', 'ticker_sentiment_score': '0.101032', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABT', 'relevance_score': '0.058615', 'ticker_sentiment_score': '0.106992', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.286864', 'ticker_sentiment_score': '0.095978', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PXD', 'relevance_score': '0.058615', 'ticker_sentiment_score': '0.061005', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.286864', 'ticker_sentiment_score': '0.138537', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Just 12 Companies Will Churn Out 25% Of The U.S.' Profit This Year"", 'url': 'https://www.investors.com/etfs-and-funds/sectors/sp500-just-companies-will-churn-out-25-of-the-u-s-profit-this-year/', 'time_published': '20231208T130000', 'authors': [""Investor's Business Daily"", 'MATT KRANTZ'], 'summary': 'A quarter of U.S. corporate profits this year will come from just a dozen companies, analysts say. And investors are willing to pay up generously for these profit machines.', 'banner_image': 'https://www.investors.com/wp-content/uploads/2022/05/RETIRE_dollars-052022_adobe.jpg', 'source': 'Investors Business Daily', 'category_within_source': 'n/a', 'source_domain': 'www.investors.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.359717, 'overall_sentiment_label': 'Bullish', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.313817', 'ticker_sentiment_score': '0.311069', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SPGI', 'relevance_score': '0.080458', 'ticker_sentiment_score': '0.164161', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.313817', 'ticker_sentiment_score': '0.3277', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BAC', 'relevance_score': '0.160099', 'ticker_sentiment_score': '0.211662', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JPM', 'relevance_score': '0.238133', 'ticker_sentiment_score': '0.224298', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.160099', 'ticker_sentiment_score': '0.211662', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'ExxonMobil  ( XOM )  CEO Foresees Lengthy Guyana-Venezuela Dispute', 'url': 'https://www.zacks.com/stock/news/2195252/exxonmobil-xom-ceo-foresees-lengthy-guyana-venezuela-dispute', 'time_published': '20231208T120200', 'authors': ['Zacks Equity Research'], 'summary': ""ExxonMobil's (XOM) CEO outlines the company's strategic plan while cautioning a prolonged wait for resolution in the Guyana-Venezuela dispute, citing a complex arbitration process."", 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/4e/1601.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.158519'}], 'overall_sentiment_score': 0.372993, 'overall_sentiment_label': 'Bullish', 'ticker_sentiment': [{'ticker': 'MTDR', 'relevance_score': '0.288893', 'ticker_sentiment_score': '0.336995', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'LBRT', 'relevance_score': '0.288893', 'ticker_sentiment_score': '0.356043', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'VNOM', 'relevance_score': '0.288893', 'ticker_sentiment_score': '0.321598', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.356609', 'ticker_sentiment_score': '0.283857', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'ExxonMobil Has the Fuel to Potentially Produce Phenomenal Total Returns Through 2027', 'url': 'https://www.fool.com/investing/2023/12/08/exxonmobil-has-the-fuel-to-produce-phenomenal-tota/', 'time_published': '20231208T114800', 'authors': ['Matthew DiLallo'], 'summary': ""The oil giant's corporate plan could create a lot of value for its shareholders."", 'banner_image': 'https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F757399%2Fxom-surplus-cash.jpg&op=resize&w=700', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.972193'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}], 'overall_sentiment_score': 0.284074, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'PXD', 'relevance_score': '0.120431', 'ticker_sentiment_score': '0.119563', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRBO', 'relevance_score': '0.060388', 'ticker_sentiment_score': '0.117084', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.120431', 'ticker_sentiment_score': '0.094442', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Nigeria's Dangote refinery set to receive first crude cargo"", 'url': 'https://www.reuters.com/business/energy/nigerias-dangote-refinery-set-receive-first-crude-cargo-2023-12-08/', 'time_published': '20231208T100400', 'authors': ['Reuters'], 'summary': 'A view of the newly-commissioned Dangote Petroleum refinery in Ibeju-Lekki, Lagos, Nigeria May 22, 2023. REUTERS/Temilade Adelaja/File Photo Acquire Licensing Rights', 'banner_image': 'https://cloudfront-us-east-2.images.arcpublishing.com/reuters/NH4T4UJGL5L4DIXO6GYHYZCM5Q.jpg', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': -0.048993, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.123526', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""'Excess profits' at big energy and consumer companies pushed up inflation, report claims"", 'url': 'https://www.cnbc.com/2023/12/08/excess-profits-of-big-firms-have-driven-up-inflation-report-claims.html', 'time_published': '20231208T065206', 'authors': ['Jenni Reid'], 'summary': 'The report identified Shell, Exxon Mobil, Glencore and Kraft Heinz as among the firms that saw profits ""far outpace"" inflation.', 'banner_image': 'https://image.cnbcfm.com/api/v1/image/107343564-17018126451701812643-32325872612-1080pnbcnews.jpg?v=1701812644&w=750&h=422&vtcrop=y', 'source': 'CNBC', 'category_within_source': 'Economy', 'source_domain': 'www.cnbc.com', 'topics': [{'topic': 'Economy - Monetary', 'relevance_score': '0.972193'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}], 'overall_sentiment_score': -0.048357, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'TSCDF', 'relevance_score': '0.062434', 'ticker_sentiment_score': '-0.08123', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GLCNF', 'relevance_score': '0.124486', 'ticker_sentiment_score': '-0.101076', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KHC', 'relevance_score': '0.062434', 'ticker_sentiment_score': '-0.005077', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.062434', 'ticker_sentiment_score': '-0.005077', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:EUR', 'relevance_score': '0.062434', 'ticker_sentiment_score': '0.059008', 'ticker_sentiment_label': 'Neutral'}]}"
